timestamp_seconds,user_name,process_name,process_id,operation,path,bytes,byte_entropy
167.461,student,cryptor,6666,delete,/home/student/.config/app/settings.json,0,0.0
168.9,student,libreoffice,2002,read,/home/student/Documents/file7.odt,68329,4.78
171.081,student,libreoffice,2002,write,/home/student/Documents/file3.ods,70167,4.57
171.173,student,firefox,2003,read,/home/student/Downloads/file6.pdf,25063,5.47
178.545,student,libreoffice,2002,open,/home/student/Documents/file8.odt,0,0.0
183.374,student,libreoffice,2002,read,/home/student/Documents/file1.ods,20501,4.71
188.196,student,libreoffice,2002,read,/home/student/Documents/file3.ods,81164,4.21
188.893,student,code,2001,read,/home/student/Projects/app/file3.md,12699,4.31
197.473,student,firefox,2003,open,/home/student/Downloads/file2.pdf,0,0.0
198.16,student,firefox,2003,open,/home/student/Downloads/file8.pdf,0,0.0
198.23,student,firefox,2003,open,/home/student/Downloads/file9.html,0,0.0
202.498,student,code,2001,read,/home/student/Projects/app/file8.py,3443,4.26
203.52,student,libreoffice,2002,write,/home/student/Documents/file4.odt,99554,4.66
206.164,student,firefox,2003,read,/home/student/Downloads/file3.pdf,108765,5.18
212.975,student,code,2001,open,/home/student/Projects/app/file2.py,0,0.0
218.845,student,code,2001,write,/home/student/Projects/app/file7.md,19308,4.76
229.08,student,libreoffice,2002,write,/home/student/Documents/file6.odt,149517,5.09
231.753,student,code,2001,read,/home/student/Projects/app/file7.py,96368,4.22
233.844,student,libreoffice,2002,write,/home/student/Documents/file7.odt,67004,4.78
235.719,student,libreoffice,2002,write,/home/student/Documents/file0.odt,81589,4.82
236.794,student,code,2001,read,/home/student/Projects/app/file7.py,124682,4.18
238.663,student,firefox,2003,write,/home/student/Downloads/file1.html,148945,5.13
240.183,student,firefox,2003,close,/home/student/Downloads/file8.pdf,0,0.0
241.543,student,code,2001,close,/home/student/Projects/app/file1.py,0,0.0
242.526,student,libreoffice,2002,read,/home/student/Documents/file5.ods,112686,4.5
247.607,student,firefox,2003,write,/home/student/Downloads/file2.pdf,10617,4.89
247.71,student,code,2001,read,/home/student/Projects/app/file3.py,108105,4.03
248.293,student,firefox,2003,write,/home/student/Downloads/file9.pdf,137491,5.79
253.191,student,firefox,2003,open,/home/student/Downloads/file2.pdf,0,0.0
257.839,student,code,2001,open,/home/student/Projects/app/file1.py,0,0.0
261.386,student,libreoffice,2002,open,/home/student/Documents/file4.odt,0,0.0
262.573,student,firefox,2003,read,/home/student/Downloads/file7.pdf,123694,5.19
266.969,student,libreoffice,2002,read,/home/student/Documents/file9.ods,27775,4.98
267.657,student,firefox,2003,open,/home/student/Downloads/file5.html,0,0.0
289.4,student,firefox,2003,open,/home/student/Downloads/file9.html,0,0.0
296.466,student,libreoffice,2002,close,/home/student/Documents/file7.odt,0,0.0
297.465,student,libreoffice,2002,open,/home/student/Documents/file5.ods,0,0.0
303.827,student,code,2001,write,/home/student/Projects/app/file1.md,118667,4.33
305.547,student,firefox,2003,write,/home/student/Downloads/file7.html,145985,5.06
305.734,student,firefox,2003,write,/home/student/Downloads/file7.pdf,59425,4.81
307.311,student,firefox,2003,close,/home/student/Downloads/file5.pdf,0,0.0
